dataset,model,accuracy,accuracy_std,f1,f1_std,model_size,model_size_std,metric,metric_std,performance_metric,accuracy_relative,f1_relative,model_size_relative,metric_relative
iris,Dict-Wisard,0.9800000000000001,0.027666443551086096,0.9799832915622388,0.027665336362397604,2949.1333333333337,3307.9762578081213,0.9800000000000001,0.027666443551086096,accuracy,1.0,1.0,1.0,1.0
iris,KNN-10,0.9533333333333334,0.04472135954999581,0.9527382951423873,0.045487475414486236,11103.0,0.0,0.9533333333333334,0.04472135954999581,accuracy,0.9727891156462585,0.9721985092455822,3.764834866740511,0.9727891156462585
iris,KNN-5,0.9466666666666667,0.03800584750330463,0.946330472646262,0.038190817625060845,11103.0,0.0,0.9466666666666667,0.03800584750330463,accuracy,0.965986394557823,0.9656598033805972,3.764834866740511,0.965986394557823
iris,MLP-1L,0.9800000000000001,0.02981423969999722,0.9798486114275586,0.030087289392862204,27602.533333333333,0.5055250296034867,0.9800000000000001,0.02981423969999722,accuracy,1.0,0.9998625689480221,9.359540656011934,1.0
iris,MLP-2L,0.9800000000000001,0.02981423969999722,0.9798486114275586,0.030087289392862204,270235.8,0.4472135955048388,0.9800000000000001,0.02981423969999722,accuracy,1.0,0.9998625689480221,91.63227614892509,1.0
iris,MLP-3L,0.9666666666666668,0.02357022603955161,0.9664818612187032,0.02380871290903722,512675.6,430.40584207102853,0.9666666666666668,0.02357022603955161,accuracy,0.9863945578231292,0.9862227953682635,173.83941044826727,0.9863945578231292
iris,Random Forest,0.9466666666666667,0.05055250296034368,0.9464985696564643,0.05058117817539896,159934.46666666667,13085.733844746943,0.9466666666666667,0.05055250296034368,accuracy,0.965986394557823,0.9658313338665244,54.231005719194336,0.965986394557823
iris,SVM-poly,0.96,0.04346134936801768,0.9597984861142755,0.04364845865682279,2187.0,73.53910524340091,0.96,0.04346134936801768,accuracy,0.9795918367346937,0.9794029085783843,0.7415737956913895,0.9795918367346937
iris,SVM-rbf,0.9533333333333334,0.02981423969999726,0.9530472646262119,0.030032085165000416,3985.2,130.51896413931578,0.9533333333333334,0.02981423969999726,accuracy,0.9727891156462585,0.9725137896044259,1.351312249926532,0.9727891156462585
letter,Dict-Wisard,0.8676666666666666,0.026162950903902242,0.8685842252961042,0.02582401907116121,3516032.833333333,1340785.4728943403,0.8676666666666666,0.026162950903902242,accuracy,0.9007232084155161,0.9016537100778187,0.030666547453950994,0.9007232084155161
letter,KNN-10,0.94375,0.0037790541144577033,0.9437490535610632,0.0037627157050888435,2176877.0,0.0,0.94375,0.0037790541144577033,accuracy,0.9797051801100385,0.9796802782547371,0.018986541078066674,0.9797051801100385
letter,KNN-5,0.9519500000000001,0.0031394665151901107,0.9519247417784659,0.0031583472215180298,2176877.0,0.0,0.9519500000000001,0.0031394665151901107,accuracy,0.9882175853835774,0.9881672382972679,0.018986541078066674,0.9882175853835774
letter,MLP-1L,0.9245000000000001,0.002563770010485861,0.9246068637607371,0.0026811112729622968,112350.66666666667,0.23570226039980324,0.9245000000000001,0.002563770010485861,accuracy,0.9597217896813041,0.9598092905602578,0.0009799132187141685,0.9597217896813041
letter,MLP-2L,0.9535666666666668,0.001656636485305238,0.9535834692910561,0.001669976635880156,354930.13333333336,78.85662094376866,0.9535666666666668,0.001656636485305238,accuracy,0.9898958441468565,0.9898891183086453,0.0030956712558298034,0.9898958441468565
letter,MLP-3L,0.9539500000000001,0.005309713321409735,0.953976597946002,0.005281270245554128,596209.0666666667,318.75856415509077,0.9539500000000001,0.005309713321409735,accuracy,0.9902937817917576,0.990297214495459,0.005200086148818908,0.9902937817917576
letter,Random Forest,0.9632999999999999,0.004009364039345863,0.9633235194264765,0.004012527474835895,114653690.26666668,487258.0655426405,0.9632999999999999,0.004009364039345863,accuracy,1.0,1.0,1.0,1.0
letter,SVM-poly,0.94845,0.004406671079170725,0.9485035823986016,0.004384802923732377,1725557.6,6096.5180882205,0.94845,0.004406671079170725,accuracy,0.984584241669262,0.9846158255985505,0.015050170613668179,0.984584241669262
letter,SVM-rbf,0.9267,0.0036886650701845806,0.9270517683240538,0.003677525530688059,3029785.4,9426.695539795493,0.9267,0.0036886650701845806,accuracy,0.9620056057303021,0.9623472796304013,0.026425537572782782,0.9620056057303021
motion_sense,KNN-10,0.6986896251600113,0.010368980396587077,0.6966936249502238,0.009013498106070963,10245023.6,1291.5528638039827,0.6986896251600113,0.010368980396587077,accuracy,0.7767634361700875,0.7748198838746417,1.0131069933254944,0.7767634361700875
motion_sense,KNN-5,0.7706363041779809,0.005482761052312369,0.7672976461802096,0.007244416328173447,10245023.6,1291.5528638039827,0.7706363041779809,0.005482761052312369,accuracy,0.8567496669692433,0.8533413423341027,1.0131069933254944,0.8567496669692433
motion_sense,MLP-1L,0.8455131092623744,0.006799811000223167,0.8448309295941943,0.0065686701684192625,889332.5333333334,0.3800584750224103,0.8455131092623744,0.006799811000223167,accuracy,0.9399934454831599,0.9395691008492396,0.08794406378057328,0.9399934454831599
motion_sense,MLP-2L,0.8477669675600155,0.01090938242255261,0.8473027374692931,0.010653133652708247,1131045.9333333333,147.02010444530163,0.8477669675600155,0.01090938242255261,accuracy,0.9424991571079965,0.9423180938386349,0.11184655004917324,0.9424991571079965
motion_sense,MLP-3L,0.8524277181561608,0.011546579909044398,0.8521891615981074,0.011164460660196773,1372657.8666666667,100.49588161823411,0.8524277181561608,0.011546579909044398,accuracy,0.9476807148667288,0.9477524748067694,0.13573900251076573,0.9476807148667288
motion_sense,Random Forest,0.8994883031634096,0.007498869516436961,0.8991684899286116,0.0074830366674748005,10112479.4,41567.02118426726,0.8994883031634096,0.007498869516436961,accuracy,1.0,1.0,1.0,1.0
motion_sense,SVM-poly,0.5216513420589859,0.005254370931644188,0.5105983757408288,0.0041833586986408785,8964808.6,21145.999262271936,0.5216513420589859,0.005254370931644188,accuracy,0.579942329682766,0.5678561709623156,0.8865094548424988,0.579942329682766
motion_sense,SVM-rbf,0.7537240959838754,0.008803740777809956,0.7034921150927704,0.012837472289854015,9093463.6,31735.841139002594,0.7537240959838754,0.008803740777809956,accuracy,0.8379476345974748,0.7823807472931167,0.8992318540594505,0.8379476345974748
optical_handwritten,KNN-10,0.9834519572953738,0.003700468744321257,0.9834721914247915,0.00370811440806884,2338660.0,0.0,0.9834721914247915,0.00370811440806884,f1,0.994601403635055,0.9946222445748759,4.676816774515062,0.9946222445748759
optical_handwritten,KNN-5,0.9871886120996441,0.0026392165434504546,0.9872047889353288,0.0026248547758016666,2338660.0,0.0,0.9872047889353288,0.0026248547758016666,f1,0.9983804210905164,0.9983971601712659,4.676816774515062,0.9983971601712659
optical_handwritten,MLP-1L,0.9828588374851719,0.0026558259996724573,0.9828658421492265,0.002650480364208541,186980.6666666667,153.2740827551766,0.9828658421492265,0.002650480364208541,f1,0.9940015595945052,0.9940090208531304,0.3739210994230355,0.9940090208531304
optical_handwritten,MLP-2L,0.9841043890865955,0.00237803323804623,0.9840996201816186,0.0023753548181207605,428631.7333333333,93.61249916545141,0.9840996201816186,0.0023753548181207605,f1,0.9952612320796592,0.9952567867651559,0.8571712350417761,0.9952567867651559
optical_handwritten,MLP-3L,0.9843416370106761,0.0018567587001777422,0.9843420541589744,0.001852910933467095,670991.0,41.12987559751714,0.9843420541589744,0.001852910933467095,f1,0.995501169695879,0.9955019693222443,1.341837618272274,0.9955019693222443
optical_handwritten,Random Forest,0.9831553973902729,0.004610529012667856,0.9831627499818243,0.004583700515455885,11721552.0,95445.29339888899,0.9831627499818243,0.004583700515455885,f1,0.9943014816147802,0.994309294859315,23.44058179339903,0.994309294859315
optical_handwritten,SVM-poly,0.9887900355871887,0.00324458763857838,0.9887896603852347,0.00323322951319838,500053.8,7785.173292868954,0.9887896603852347,0.00323322951319838,f1,1.0,1.0,1.0,1.0
optical_handwritten,SVM-rbf,0.9886120996441281,0.0029102183690028413,0.9886185469466058,0.0028936455447214665,723384.2,8903.881131282023,0.9886185469466058,0.0028936455447214665,f1,0.9998200467878351,0.9998269465736906,1.4466127444686951,0.9998269465736906
rice,Dict-Wisard,0.9178477690288716,0.014460198192794867,0.9175742519332978,0.014568237808193139,46699.2,29841.780966550163,0.9175742519332978,0.014568237808193139,f1,1.0,1.0,1.0,1.0
rice,KNN-10,0.736745406824147,0.33139354362219037,0.7340905969849377,0.33688434070196854,409673.0,0.0,0.7340905969849377,0.33688434070196854,f1,0.8026880183014011,0.8000339977263243,8.772591393428582,0.8000339977263243
rice,KNN-5,0.7383202099737532,0.3322810285473351,0.736142870726505,0.3366665901452024,409671.0,0.0,0.736142870726505,0.3366665901452024,f1,0.8044037746639975,0.8022706273366726,8.772548566142461,0.8022706273366726
rice,MLP-1L,0.5363954505686789,0.1535602555994741,0.45402871359502484,0.17290028129275106,26696.666666666668,151.59943564831812,0.45402871359502484,0.17290028129275106,f1,0.584405681059956,0.49481413917010175,0.5716728908989163,0.49481413917010175
rice,MLP-2L,0.5242344706911636,0.09310014216463593,0.3828582151177064,0.13362216917938025,269202.2,75.51180923095767,0.3828582151177064,0.13362216917938025,f1,0.571156229148794,0.41725039070248227,5.76459982183849,0.41725039070248227
rice,MLP-3L,0.45354330708661417,0.023446008124229978,0.2883184295217399,0.026473165805272415,511962.6666666667,128.8847461019923,0.2883184295217399,0.026473165805272415,f1,0.4941378324277952,0.3142180907041177,10.962985804182228,0.3142180907041177
rice,Random Forest,0.7596675415573053,0.37074059875315757,0.7588905189053708,0.37252548759690995,2924997.9333333336,116942.32002701155,0.7588905189053708,0.37252548759690995,f1,0.8276618053569724,0.8270616980657579,62.63486169641737,0.8270616980657579
rice,SVM-poly,0.7383202099737532,0.33155980334947077,0.7359272368409189,0.335331015654886,71419.4,2388.6257136688464,0.7359272368409189,0.335331015654886,f1,0.8044037746639975,0.8020356230466855,1.5293495391784013,0.8020356230466855
rice,SVM-rbf,0.7383202099737532,0.33007088650137334,0.7360412947726759,0.3335763238546014,77483.2,2366.030261852118,0.7360412947726759,0.3335763238546014,f1,0.8044037746639975,0.8021599268090422,1.6591975879672458,0.8021599268090422
satimage,Dict-Wisard,0.8903576982892691,0.005213111809517564,0.8863564951009837,0.0058165508672968725,6291516.6,4400154.0756715005,0.8863564951009837,0.0058165508672968725,f1,0.9721514688402106,0.9700984754216003,0.6905465114345961,0.9700984754216003
satimage,KNN-10,0.8998444790046657,0.009624726872016095,0.8989553053651997,0.009649425828906702,1523332.0,0.0,0.8989553053651997,0.009649425828906702,f1,0.9825097639667176,0.9838876073307082,0.16719841418787423,0.9838876073307082
satimage,KNN-5,0.908398133748056,0.01026320743508347,0.908193381022089,0.009737028416104052,1523332.0,0.0,0.908193381022089,0.009737028416104052,f1,0.9918492103922568,0.9939984861476527,0.16719841418787423,0.9939984861476527
satimage,MLP-1L,0.9110938310005186,0.003158646347059054,0.9099851554954739,0.003157424197452579,111710.46666666667,0.18257418583970478,0.9099851554954739,0.003157424197452579,f1,0.9947925510839419,0.9959595454895058,0.012261157039210135,0.9959595454895058
satimage,MLP-2L,0.9117159149818559,0.00360374210294245,0.9112352576363068,0.0033877065441555096,354328.4666666667,14.423360680936753,0.9112352576363068,0.0033877065441555096,f1,0.9954717835512538,0.9973277558965442,0.038890509572626145,0.9973277558965442
satimage,MLP-3L,0.9112493519958527,0.005524705660677309,0.910615071159609,0.0056855111209755445,596230.4666666667,246.37410578225257,0.910615071159609,0.0056855111209755445,f1,0.9949623592007697,0.9966489748881725,0.06544127512398011,0.9966489748881725
satimage,Random Forest,0.9158631415241058,0.0017541652997085256,0.913676825144764,0.0018012190063861832,9110923.733333332,39384.43368077721,0.913676825144764,0.0018012190063861832,f1,1.0,1.0,1.0,1.0
satimage,SVM-poly,0.8650077760497668,0.006880815491642024,0.8659303424023974,0.006769315330935944,626001.6,7009.053916185849,0.8659303424023974,0.006769315330935944,f1,0.9444727457972492,0.9477424824310263,0.06870890574022732,0.9477424824310263
satimage,SVM-rbf,0.8979782270606531,0.010218924728460052,0.8955570408148292,0.010283710201968098,548511.8,5666.414315949709,0.8955570408148292,0.010283710201968098,f1,0.9804720665647817,0.9801682785080339,0.06020375277571563,0.9801682785080339
segment,Dict-Wisard,0.8730158730158731,0.014018296701100644,0.8652578896752535,0.018611158120809462,131163.3333333333,34125.91994038809,0.8730158730158731,0.014018296701100644,accuracy,0.8882689766554105,0.8803939748434718,0.06479254529896154,0.8882689766554105
segment,KNN-10,0.9207792207792208,0.012012499502607427,0.919767670040961,0.012093524051285873,296396.0,0.0,0.9207792207792208,0.012012499502607427,accuracy,0.936866833064161,0.9358573029178583,0.14641478504992003,0.936866833064161
segment,KNN-5,0.941991341991342,0.009607074035139504,0.9413499138354826,0.009853981369510907,296396.0,0.0,0.941991341991342,0.009607074035139504,accuracy,0.9584495668771106,0.9578170881183504,0.14641478504992003,0.9584495668771106
segment,MLP-1L,0.9535353535353537,0.0046085770339599815,0.9531950243039164,0.004823466647013439,72866.26666666666,397.8333961737136,0.9535353535353537,0.0046085770339599815,accuracy,0.9701952723535459,0.9698694068688658,0.03599474612137192,0.9701952723535459
segment,MLP-2L,0.9466089466089466,0.00793650793650799,0.9462548052507543,0.008049439548836438,314207.0,515.6377388999026,0.9466089466089466,0.00793650793650799,accuracy,0.9631478490676846,0.9628077815298689,0.155213128268196,0.9631478490676846
segment,MLP-3L,0.9532467532467532,0.012044957004358033,0.9532565758131307,0.01204172348840349,556658.9333333333,211.99192856748965,0.9532467532467532,0.012044957004358033,accuracy,0.9699016297166348,0.9699320351078006,0.2749804250736102,0.9699016297166348
segment,Random Forest,0.9828282828282828,0.004877472952714414,0.9828076002327147,0.0048775349106301965,2024358.4,17602.006882739268,0.9828282828282828,0.004877472952714414,accuracy,1.0,1.0,1.0,1.0
segment,SVM-poly,0.8506493506493505,0.009309875830132711,0.8513813297944564,0.009644329502390395,189223.8,442.2614611290465,0.8506493506493505,0.009309875830132711,accuracy,0.8655116722948171,0.8662746702333819,0.093473467939274,0.8655116722948171
segment,SVM-rbf,0.861038961038961,0.012565303267272761,0.8625554878320312,0.01239221014995617,186570.8,755.0756253515261,0.861038961038961,0.012565303267272761,accuracy,0.8760828072236089,0.8776442994822083,0.0921629292520534,0.8760828072236089
sepsis,KNN-10,0.9258117969730822,0.0007036358407109533,0.8908858833726871,0.00012988505611709602,5978355.2,28.621670111919215,0.8908858833726871,0.00012988505611709602,f1,0.9994423304838813,0.9999826469768788,349.84191533603035,0.9999826469768788
sepsis,KNN-5,0.924742374775217,0.0016126603127811516,0.8905998423678136,0.0004256702055282331,5978355.2,28.621670111919215,0.8905998423678136,0.0004256702055282331,f1,0.9982878563054358,0.9996615777506896,349.84191533603035,0.9996615777506896
sepsis,MLP-1L,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,17088.733333333334,187.32671993071412,0.8909013432042945,2.913945765150026e-05,f1,1.0,1.0,1.0,1.0
sepsis,MLP-2L,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,260248.33333333334,127.73279401415785,0.8909013432042945,2.913945765150026e-05,f1,1.0,1.0,15.229234856494143,1.0
sepsis,MLP-3L,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,502609.4666666667,115.42376031149034,0.8909013432042945,2.913945765150026e-05,f1,1.0,1.0,29.411744970370343,1.0
sepsis,Random Forest,0.9261833783305111,8.7295413426854e-05,0.8908761798518053,6.010759204787381e-05,9076116.0,100832.40114169638,0.8908761798518053,6.010759204787381e-05,f1,0.9998434639961645,0.9999717551750471,531.1169542505588,0.9999717551750471
sepsis,SVM-poly,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,573657.0,69.57010852371354,0.8909013432042945,2.913945765150026e-05,f1,1.0,1.0,33.56931077396023,1.0
sepsis,SVM-rbf,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,573700.0,112.17842929904555,0.8909013432042945,2.913945765150026e-05,f1,1.0,1.0,33.57182705174169,1.0
vehicle,Dict-Wisard,0.8849611323819468,0.01945319489638385,0.8835594849149263,0.019692263041949577,372700.8666666667,221038.18122449645,0.8849611323819468,0.01945319489638385,accuracy,0.9223651305765297,0.9208939616997219,0.3776423929063245,0.9223651305765297
vehicle,KNN-10,0.8239262095370693,0.024700825087659386,0.8229031160094575,0.02531907597849531,103557.6,67.97646651599422,0.8239262095370693,0.024700825087659386,accuracy,0.8587504897526811,0.8576745805291884,0.10493063838945368,0.8587504897526811
vehicle,KNN-5,0.842847198050818,0.028650158995339552,0.842191208763699,0.02870393818002684,103557.6,67.97646651599422,0.842847198050818,0.028650158995339552,accuracy,0.8784711977052971,0.8777776844552307,0.10493063838945368,0.8784711977052971
vehicle,MLP-1L,0.809764473836872,0.047402658975012356,0.8077111000194531,0.04965261424152608,59593.6,422.57723817335454,0.809764473836872,0.047402658975012356,accuracy,0.8439901904351906,0.8418406315646909,0.06038373322600897,0.8439901904351906
vehicle,MLP-2L,0.8297992806590091,0.013925004648281525,0.8257573531849222,0.017053638943196864,301415.2,294.54179103595857,0.8297992806590091,0.013925004648281525,accuracy,0.8648717936315222,0.8606494224328972,0.3054115714953307,0.8648717936315222
vehicle,MLP-3L,0.8334029469776076,0.04647091688267321,0.8324281447830065,0.04855735158262841,544003.2666666667,140.33143308291645,0.8334029469776076,0.04647091688267321,accuracy,0.8686277734512933,0.8676020858441497,0.5512160387772751,0.8686277734512933
vehicle,Random Forest,0.959447731755424,0.016557242649545858,0.9594584411044609,0.016713342663114115,986914.8,14526.226812982828,0.959447731755424,0.016557242649545858,accuracy,1.0,1.0,1.0,1.0
vehicle,SVM-poly,0.7529481378350156,0.03491029173623766,0.7546169461280654,0.03236836374621747,79790.2,1084.1379985961187,0.7529481378350156,0.03491029173623766,accuracy,0.7847724403469142,0.7865030039856689,0.08084811373788293,0.7847724403469142
vehicle,SVM-rbf,0.6820257570483814,0.03339089762197554,0.6845503372393875,0.032487705660883555,83626.8,680.1552763891498,0.6820257570483814,0.03339089762197554,accuracy,0.7108524357033332,0.7134757566480748,0.08473558203808475,0.7108524357033332
wine,Dict-Wisard,0.9603174603174602,0.03197886399208808,0.960054346488423,0.03234166697476902,97341.26666666668,56457.31544981572,0.960054346488423,0.03234166697476902,f1,0.9769094138543515,0.9767452588154945,0.48609806262430283,0.9767452588154945
wine,KNN-10,0.7076190476190476,0.04408013957513598,0.6959950904778491,0.05597902184584073,34795.6,122.68985288115746,0.6959950904778491,0.05597902184584073,f1,0.7198449862748263,0.7080952315560376,0.17376056760973102,0.7080952315560376
wine,KNN-5,0.7071428571428571,0.07903502800213057,0.6966495978301003,0.08815773555113178,34795.6,122.68985288115746,0.6966495978301003,0.08815773555113178,f1,0.7193605683836588,0.7087611177691561,0.17376056760973102,0.7087611177691561
wine,MLP-1L,0.7622222222222221,0.1789296231139908,0.7311143848454773,0.2191583153235748,47710.066666666666,1379.39411820311,0.7311143848454773,0.2191583153235748,f1,0.7753915711286935,0.7438250883000799,0.23825220041321626,0.7438250883000799
wine,MLP-2L,0.6704232804232804,0.11730297149868361,0.6156379241801601,0.13839923573951102,289444.8,1228.3786423122535,0.6156379241801601,0.13839923573951102,f1,0.6820065665536357,0.6263410251611576,1.4454153036500326,0.6263410251611576
